x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,Y 10 min,Y 15 min,Y 20 min,Y 30 min,Y 45 min,Y 60 min
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,65,84.89,90.36,96.49,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,75.5,87.97,93.23,95.45,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,68.34,84.71,90.79,94.61,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,72.91,87.19,91.55,96.39,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,75.5,88.17,92.01,96.35,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,69.42,87.34,91.68,96.33,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,75.58,87.98,93.75,96.45,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,68.06,85.8,92.37,97.21,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,67.87,86.55,92.04,96.49,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,69.61,86.17,90.82,95.27,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,64.1,85.15,89.86,94.41,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.88,0.85,PVA,3,0.581,0.757,300,Round,6.27,50 rpm,SLS,0.25,75.35,88.51,93.17,96.74,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,78.21,87.83,93.31,97.11,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,64.17,82.7,89.51,93.55,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,62.1,83.15,90.34,94.49,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,77.08,86.85,91.08,95.7,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,61.4,85.34,91.91,95.04,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,60.21,83.04,89.48,93.49,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,65.76,84.6,90.81,94.21,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,63.7,86.35,92.85,97.14,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,68.07,85.81,91.14,96.08,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,65.35,83.64,90.15,94.58,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,70.45,84.99,89.92,93.38,100,100
Class 2,Salt,Low,High,0.00,0.56,0.72,7,2.2,8.2,9.95,2.5,0.217,0.345,17.53,0.00,0.00,48.47,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,18.403,1632.80,300,1000,8,0.75,0.85,PVA,3,0.586,0.749,300,Round,6.42,50 rpm,SLS,0.25,69.29,87.59,92.34,95.81,100,100
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,53.02,61.17,68.06,77.38,85.99,91.56
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,53.26,61.42,68.65,77.78,86.01,91.32
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,51.75,60.35,67.3,76.84,85.23,90.84
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,52.62,60.56,67.01,75.98,83.64,88.98
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,53.02,75.88,80.98,87.23,90.74,90.74
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,51.91,60.14,66.54,75.71,83.78,89
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,51.47,58.85,65.51,74.68,82.73,87.39
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,50.51,57.71,63.58,72.09,79.54,83.54
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,50.42,58.34,65.21,74.41,82.07,86.41
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,50.7,60.29,67.37,76.99,85.74,91.17
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,49.08,58.04,64.64,73.46,81.25,85.44
Class 4,Base,Low,Low,0.00,0.295,0.000,9.439,2.1,12.9,4.99,1.5,0.167,0.214,30.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,28.673,272.13,100,1000,9,0.46,1,HPMC,3,0.526,0.8,300,Round,10.35,75 rpm,Tween,0.2,50.14,57.7,63.93,72.21,79.38,83.78
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,7.35,50 rpm,No,0,96.9,98.22,99.11,99.63,99.84,99.84
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,7.35,50 rpm,No,0,92.46,96.65,98.15,99.84,100.7,100.7
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,7.35,50 rpm,No,0,96.14,97.97,98.58,98.58,98.74,98.74
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,7.35,50 rpm,No,0,95.09,96.69,97.25,97.56,97.56,97.56
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,7.35,50 rpm,No,0,98.64,100.27,100.35,100.84,100.84,100.84
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,5.15,50 rpm,No,0,92,95,97,98,98,98
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,5.15,50 rpm,No,0,100,103,103,104,104,104
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,5.15,50 rpm,No,0,94,94,94,94,94,94
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,5.15,50 rpm,No,0,97,96,99,99,100,100
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,8.3,50 rpm,No,0,88,92,92,92,92,92
