x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,Y 10 min,Y 15 min,Y 20 min,Y 30 min,Y 45 min,Y 60 min
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,8.3,50 rpm,No,0,85,91,92,94,95,95
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,8.3,50 rpm,No,0,92,96,96,97,97,97
Class 3,Base,High,Low,12.00,0.000,0.000,40.7,-1.2,8,5.95,1.0,0.333,0.556,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,1.03,0.6,HPMC,3,0.588,0.676,210,Round,8.3,50 rpm,No,0,94,97,98,99,99,99
Class 3,Base,High,Low,12.00,0.000,0.000,57,-1.2,8,5.95,1.0,0.417,0.625,0.25,66.89,0.00,0.00,0.00,0.00,24.86,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,19.546,319.23,100,500,3,0.53,0.6,HPMC,3,0.556,0.68,210,Round,5.95,50 rpm,No,0,98,101,101,101,101,101
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,93.97,97.62,100.33,102.84,104.95,106.53
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,94.25,96.64,99.59,101.76,103.8,105.39
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,94.95,96.8,100.56,103.17,104.43,106.52
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,94.93,98.42,100.16,102.26,104.15,105.66
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,95,97.65,100.49,102.66,104.67,104.96
Class 2,Base,Low,High,0.008,0.006,0.005,7.7,2.69,13.5,5.9,3,0.217,0.333,19.61,22.45,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,39.12,272.13,100,1000,8,1.44,0.6,HPMC,3,0.488,0.667,102,Round,3.55,75 rpm,SLS,0.4,92.58,94.65,97.09,98.77,100.83,102.35
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,87.31,90.09,92.28,94.04,95.78,96.19
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.23,89.92,92.41,93.66,95.56,96.93
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,88.05,91.52,93.14,94.72,96.16,97.09
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,88.38,91.27,93.16,94.59,96.06,96.72
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.62,89.7,91.94,93.25,94.55,95.75
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.77,90.1,91.58,93.46,94.59,95.65
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.05,89.22,91.51,93.37,94.92,95.18
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.31,89.54,91.98,93.34,95.41,95.41
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,88.65,91.28,93.52,95.04,97.41,97.41
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.21,89.59,92.39,93.71,95.64,96
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,86.56,90.57,92.72,94.29,96.25,97.17
Class 2,Base,Low,High,0.008,0.006,0.005,8.249,2.69,13.5,5.9,3,0.238,0.37,19.75,22.45,0.00,0.00,0.00,0.00,49.86,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.59,0.00,41.92,272.13,100,1000,9,1.33,0.6,HPMC,3,0.541,0.667,102,Round,4.25,75 rpm,SLS,0.4,87.37,90.89,92.77,94.48,96.07,96.77
Class 2,Salt,Low,High,0,0.56,0.72,8,2.2,8.2,9.95,2.5,0.217,0.345,14.22,0.00,0.00,52.02,0.00,0.00,22.30,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.35,0.00,30.48,272.13,100.00,1200.00,9.00,1.17,0.85,HPMC,3.00,0.59,0.71,850.00,Oval,20.00,65 rpm,SLS,0.2,79.32,94.05,97.11,99.29,100.41,100.94
Class 2,Salt,Low,High,0,0.56,0.72,8,2.2,8.2,9.95,2.5,0.217,0.345,14.22,0.00,0.00,52.02,0.00,0.00,22.30,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.35,0.00,29.362,272.13,100.00,1200.00,8.00,0.96,0.85,HPMC,3.00,0.60,0.67,850.00,Oval,19.5,65 rpm,SLS,0.2,83.91,95.22,97.52,98.86,99.68,99.68
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,103,103,103,103,103,103
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,102,102,102,103,103,103
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,100,101,101,101,102,102
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,99,99,99,100,101,101
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,99,99,99,100,101,101
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,101,101,101,102,103,103
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,100,100,100,102,102,102
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,96,98,98,99,100,101
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,97,97,97,99,99,99
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,100,101,101,101,101,101
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,101,101,101,102,102,102
Class 3,Base,High,Low,100,100,100,33.429,0.6,6.11,4.3,0.59,0.417,0.588,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.48,20.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,24.74,209.333,100,1000,10,0.27,0.85,No,0,0.80,1.00,100,Round,4,75 rpm,No,0,102,102,102,102,102,103
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,91.31,92.96,93.72,94.25,94.46,94.46
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,89.88,93.52,95.02,96.49,96.87,96.87
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,88.87,92.23,93.35,93.93,94.26,94.8
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,89.61,92.78,94.61,95.94,96.2,96.4
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,94.45,96.59,97.03,97.62,97.71,97.71
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,89.52,92.54,93.86,94.5,94.7,94.7
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,89.54,92.3,93.51,94.52,95.16,95.28
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,89.93,93.77,94.88,95.96,96.58,96.58
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,87.53,91.01,92.64,94.61,95.04,95.1
Class 2,Salt,Low,High,0.10,0.10,0.10,5.493,6.36,6.68,6.87,1.5,0.227,0.303,10.83,12.00,0.00,0.00,0.00,0.00,43.38,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,58.05,272.133,100,1000,13,0.77,0.85,PVA,3,0.556,0.741,400,Round,7.05,75 rpm,No,0,93.24,95.84,96.67,97.47,97.65,97.71
